code,type,texte_retenu,texte_alternatif_ans,libelles_identiques_apres_normalisation,difference_significative
W78,inclusion,suffocation au cours de vomissements [régurgitation d'aliments],"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W78,inclusion,étouffement au cours de vomissements [régurgitation d'aliments],"arrêt de la respiration  par vomissements dans l'œsophage [vomiturition]
compression de la trachée  par vomissements dans l'œsophage [vomiturition]
obstruction de la respiration  par vomissements dans l'œsophage [vomiturition]
asphyxie  au cours de vomissements [régurgitation d'aliments]
étouffement  au cours de vomissements [régurgitation d'aliments]
suffocation  au cours de vomissements [régurgitation d'aliments]
aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
",false,true
W79,exclusion,inhalation de vomissements,"inhalation de vomissements [W78.-]
lésion traumatique, sauf asphyxie ou obstruction des voies respiratoires, causée par des aliments [W44.-]
obstruction de l'œsophage par des aliments, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W79,exclusion,"lésion traumatique sauf asphyxie ou obstruction des voies respiratoires, causée par des aliments","inhalation de vomissements [W78.-]
lésion traumatique, sauf asphyxie ou obstruction des voies respiratoires, causée par des aliments [W44.-]
obstruction de l'œsophage par des aliments, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W79,exclusion,"obstruction de l'oesophage par des aliments, sans mention d'asphyxie ni d'obstruction des voies respiratoires","inhalation de vomissements [W78.-]
lésion traumatique, sauf asphyxie ou obstruction des voies respiratoires, causée par des aliments [W44.-]
obstruction de l'œsophage par des aliments, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W79,inclusion,arrêt de la respiration par des aliments dans l'oesophage,"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,asphyxie dû(e) à des aliments [y compris os ou graine contenus dans les aliments],"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,aspiration et inhalation d'aliments (dans les voies respiratoires) SAI,"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,compression de la trachée par des aliments dans l'oesophage,"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,obstruction de la respiration par des aliments dans l'oesophage,"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,obstruction du pharynx par des aliments (bol alimentaire),"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,suffocation dû(e) à des aliments [y compris os ou graine contenus dans les aliments],"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W79,inclusion,étouffement dû(e) à des aliments [y compris os ou graine contenus dans les aliments],"arrêt de la respiration  par des aliments dans l'œsophage
compression de la trachée  par des aliments dans l'œsophage
obstruction de la respiration  par des aliments dans l'œsophage
asphyxie  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
étouffement  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
suffocation  dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
obstruction du pharynx par des aliments [bol alimentaire]
",false,true
W80,exclusion,inhalation de vomissements ou d'aliments,"inhalation de vomissements ou d'aliments [W78-W79]
lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par un corps étranger [W44.-]
obstruction de l'œsophage par un corps étranger, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W80,exclusion,"lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par un corps étranger","inhalation de vomissements ou d'aliments [W78-W79]
lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par un corps étranger [W44.-]
obstruction de l'œsophage par un corps étranger, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W80,exclusion,"obstruction de l'oesophage par un corps étranger, sans mention d'asphyxie ni d'obstruction des voies respiratoires","inhalation de vomissements ou d'aliments [W78-W79]
lésion traumatique, sans asphyxie ni obstruction des voies respiratoires, causée par un corps étranger [W44.-]
obstruction de l'œsophage par un corps étranger, sans mention d'asphyxie ni d'obstruction des voies respiratoires [W44.-]
",false,true
W80,inclusion,arrêt de la respiration par corps étranger dans l'oesophage,"arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,"asphyxie par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche","arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,"aspiration ou inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI","arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,compression de la trachée par corps étranger dans l'oesophage,"arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,corps étranger dans le nez,"arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,obstruction de la respiration par corps étranger dans l'oesophage,"arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
W80,inclusion,obstruction du pharynx par un corps étranger,"arrêt de la respiration  par corps étranger dans l'œsophage
compression de la trachée  par corps étranger dans l'œsophage
obstruction de la respiration  par corps étranger dans l'œsophage
asphyxie  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
étouffement  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
suffocation  par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche
aspiration et inhalation d'un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI
corps étranger dans le nez
inhalation SAI
obstruction du pharynx par un corps étranger
",false,true
